rank,model_id,model,overall_score,effective_weight_coverage,number_of_available_dimensions,C1 Complex reasoning_score,C2 Knowledge and factual reliability_score,C3 Long context_score,C4 Code and software engineering_score,C5 Multimodal_score,bootstrap
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),73.59545144408283,1.0,5,76.00631495438847,59.35824195831793,54.027946711038894,74.12520130525714,100.0,1250
3,kimi_k3_max,Kimi K3 (max reasoning),49.99924175446271,1.0,5,88.60806815348936,46.25746211394311,66.36155480567838,93.62968118687004,34.56856016386749,1250
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.90552169851499,0.6501041137346277,4,57.44607915004909,0.0,100.0,92.71239971951618,,1250
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),40.25283870041572,1.0,5,94.30423785482108,41.061524078229155,0.0,52.368451120388954,59.50518071798478,1250
6,qwen3_8_max,Qwen3.8-Max,37.87757618060395,1.0,5,71.06040511903453,11.368579925920463,44.43634483658853,64.40293502406782,55.081950858103056,1250
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),31.762408487478055,1.0,5,99.99999999999999,36.467209580040624,57.73101758009519,37.940035095382754,6.974308690462572,1250
8,claude_opus_4_8_max,Claude Opus 4.8 (max),29.531902350558347,1.0,5,98.5813441232136,45.609972782355385,40.818908559372474,47.015837300418106,0.0,1250
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.512498746240194,0.6501041137346277,4,0.0,16.61647141654705,49.61894570159547,0.0,,1250
10,glm_5_2_max,GLM-5.2 (max),24.745735716260707,0.6501041137346277,4,15.193903150178306,9.803510167641388,51.06282352003342,23.21035769033652,,1250
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),75.96779937637143,1.0,5,87.19020731981878,59.35824195831793,54.027946711038894,73.95492598314148,100.0,1251
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.26488066475773,1.0,5,42.39347028389106,100.0,51.06282352003342,100.0,61.41143677202628,1251
3,kimi_k3_max,Kimi K3 (max reasoning),48.780790182845095,1.0,5,82.55541789229592,46.25746211394311,66.36155480567838,93.7799430615481,34.56856016386749,1251
4,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.2616891832442,1.0,5,96.40838724814249,41.061524078229155,0.0,52.65716561941288,59.50518071798478,1251
5,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,41.20905227707612,0.598884489675769,4,13.030978058232318,0.0,100.0,93.16282004904058,,1251
6,qwen3_8_max,Qwen3.8-Max,38.79864702991583,1.0,5,49.74478433213834,11.368579925920463,44.43634483658853,62.07324846829871,55.081950858103056,1251
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),29.586971714931252,1.0,5,83.73706237950893,36.467209580040624,57.73101758009519,38.556448718905344,6.974308690462572,1251
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.27747001093036,1.0,5,100.0,45.609972782355385,40.818908559372474,45.03215040211417,0.0,1251
9,glm_5_2_max,GLM-5.2 (max),25.45748967855889,0.598884489675769,4,51.56549417866805,9.803510167641388,51.06282352003342,24.137811030338963,,1251
10,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,24.995052215583783,0.598884489675769,4,0.0,16.61647141654705,49.61894570159547,0.0,,1251
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),77.20397835038527,1.0,5,92.78750768450884,59.35824195831793,54.027946711038894,75.13066688305726,100.0,1252
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",73.50465750000235,1.0,5,70.29954200085223,100.0,51.06282352003342,100.0,61.41143677202628,1252
3,kimi_k3_max,Kimi K3 (max reasoning),48.22620601197111,1.0,5,91.75645067786485,46.25746211394311,66.36155480567838,96.47265199884316,34.56856016386749,1252
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,43.76083488476334,0.565822826488765,4,47.00289057647286,0.0,100.0,94.8974677442504,,1252
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.48773882984972,1.0,5,100.00000000000001,41.061524078229155,0.0,52.68125190794071,59.50518071798478,1252
6,qwen3_8_max,Qwen3.8-Max,40.41103452758857,1.0,5,75.16421714294884,11.368579925920463,44.43634483658853,67.58706117436006,55.081950858103056,1252
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.515366615249576,1.0,5,91.20547903350399,36.467209580040624,57.73101758009519,38.9829818931411,6.974308690462572,1252
8,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.91940283765463,0.565822826488765,4,0.0,16.61647141654705,49.61894570159547,0.0,,1252
9,glm_5_2_max,GLM-5.2 (max),25.716448757564738,0.565822826488765,4,36.0340894409642,9.803510167641388,51.06282352003342,24.510755848844504,,1252
10,claude_opus_4_8_max,Claude Opus 4.8 (max),25.413737197104606,1.0,5,92.78429486670575,45.609972782355385,40.818908559372474,45.16229745961136,0.0,1252
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",75.28457552926963,1.0,5,52.4923350797157,100.0,51.06282352003342,100.0,61.41143677202628,1253
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),73.9848141892816,1.0,5,75.09281464381513,59.35824195831793,54.027946711038894,71.29913620180392,100.0,1253
3,kimi_k3_max,Kimi K3 (max reasoning),49.507709497436,1.0,5,78.21983334848362,46.25746211394311,66.36155480567838,93.09716557439228,34.56856016386749,1253
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.399832747983666,0.6373770630686951,4,57.50406789364754,0.0,100.0,92.54368837765337,,1253
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),40.793933796667496,1.0,5,95.68483228160133,41.061524078229155,0.0,50.763179986068735,59.50518071798478,1253
6,qwen3_8_max,Qwen3.8-Max,38.275310213431766,1.0,5,72.09176118003428,11.368579925920463,44.43634483658853,65.96307833060483,55.081950858103056,1253
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),30.984290876773755,1.0,5,93.32544632096062,36.467209580040624,57.73101758009519,36.472739339121034,6.974308690462572,1253
8,claude_opus_4_8_max,Claude Opus 4.8 (max),28.793175165093505,1.0,5,100.0,45.609972782355385,40.818908559372474,43.527793570366136,0.0,1253
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.185838866411945,0.6373770630686951,4,0.0,16.61647141654705,49.61894570159547,0.0,,1253
10,glm_5_2_max,GLM-5.2 (max),24.308289837858936,0.6373770630686951,4,11.093248335384686,9.803510167641388,51.06282352003342,22.692452191442264,,1253
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),75.95828677215937,1.0,5,87.1902073198188,59.35824195831793,54.027946711038894,73.79285814195592,100.0,1254
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.26494198113241,1.0,5,42.39347028389107,100.0,51.06282352003342,100.0,61.41143677202628,1254
3,kimi_k3_max,Kimi K3 (max reasoning),48.78931122301465,1.0,5,82.5554178922959,46.25746211394311,66.36155480567838,93.92336312939183,34.56856016386749,1254
4,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.277967996194675,1.0,5,96.40838724814249,41.061524078229155,0.0,52.934228202531834,59.50518071798478,1254
5,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,41.252186970823914,0.5988854453717034,4,13.03097805823233,0.0,100.0,93.60104879319354,,1254
6,qwen3_8_max,Qwen3.8-Max,38.66719262294865,1.0,5,49.74478433213834,11.368579925920463,44.43634483658853,59.831562637939925,55.081950858103056,1254
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),29.621536641623347,1.0,5,83.73706237950894,36.467209580040624,57.73101758009519,39.14526996472072,6.974308690462572,1254
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.165885918917297,1.0,5,100.0,45.609972782355385,40.818908559372474,43.129393418833196,0.0,1254
9,glm_5_2_max,GLM-5.2 (max),25.54424290454341,0.5988854453717034,4,51.56549417866806,9.803510167641388,51.06282352003342,25.023481372986122,,1254
10,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,24.994952775708104,0.5988854453717034,4,0.0,16.61647141654705,49.61894570159547,0.0,,1254
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),75.17427603149511,1.0,5,80.61841813896953,59.35824195831793,54.027946711038894,70.58368039670788,100.0,1255
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.69401266065788,1.0,5,48.008362427373925,100.0,51.06282352003342,100.0,61.41143677202628,1255
3,kimi_k3_max,Kimi K3 (max reasoning),49.22951280914243,1.0,5,80.22246611688637,46.25746211394311,66.36155480567838,95.85538614614897,34.56856016386749,1255
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.81904520477687,0.6096464316246292,4,37.365299588477896,0.0,100.0,95.23792614220633,,1255
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),41.75430451452508,1.0,5,95.97204269870555,41.061524078229155,0.0,53.639555191125034,59.50518071798478,1255
6,qwen3_8_max,Qwen3.8-Max,39.426419785332996,1.0,5,62.030463835309725,11.368579925920463,44.43634483658853,72.06705825414068,55.081950858103056,1255
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),29.837623125408445,1.0,5,88.99815616050248,36.467209580040624,57.73101758009519,37.122958820681156,6.974308690462572,1255
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.629308578347505,1.0,5,100.0,45.609972782355385,40.818908559372474,46.39555219993858,0.0,1255
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.103047378822684,0.6096464316246292,4,0.0,16.61647141654705,49.61894570159547,0.0,,1255
10,glm_5_2_max,GLM-5.2 (max),25.047574443344644,0.6096464316246292,4,29.304570389924805,9.803510167641388,51.06282352003342,25.097575824578957,,1255
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.96580270288162,1.0,5,43.798369717297945,100.0,51.06282352003342,100.0,61.41143677202628,1256
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),74.83772526935192,1.0,5,87.26783635932216,59.35824195831793,54.027946711038894,75.7380352612347,100.0,1256
3,kimi_k3_max,Kimi K3 (max reasoning),49.53517861342587,1.0,5,95.39231129230689,46.25746211394311,66.36155480567838,94.43384635045138,34.56856016386749,1256
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,41.50326626844574,0.6270181286966965,4,22.80543659888766,0.0,100.0,94.0525627902548,,1256
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),41.39790432950794,1.0,5,96.23647803062802,41.061524078229155,0.0,55.830124171586654,59.50518071798478,1256
6,qwen3_8_max,Qwen3.8-Max,37.825713614707794,1.0,5,54.18780744045173,11.368579925920463,44.43634483658853,59.67311760961626,55.081950858103056,1256
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),30.82967067390659,1.0,5,95.0358778925307,36.467209580040624,57.73101758009519,40.439000291562856,6.974308690462572,1256
8,claude_opus_4_8_max,Claude Opus 4.8 (max),28.630625011277257,1.0,5,100.0,45.609972782355385,40.818908559372474,48.86835291581697,0.0,1256
9,glm_5_2_max,GLM-5.2 (max),25.473600841464577,0.6270181286966965,4,48.73267800755815,9.803510167641388,51.06282352003342,26.13879490692474,,1256
10,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.199273007541013,0.6270181286966965,4,0.0,16.61647141654705,49.61894570159547,0.0,,1256
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),76.14896903245577,1.0,5,93.32729060206003,59.35824195831793,54.027946711038894,77.1787563817901,100.0,1257
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.39935602143107,1.0,5,79.04833122392162,100.0,51.06282352003342,100.0,61.41143677202628,1257
3,kimi_k3_max,Kimi K3 (max reasoning),48.33581397391971,1.0,5,60.23385196943634,46.25746211394311,66.36155480567838,97.0658721524846,34.56856016386749,1257
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.605305352217,0.5929558784144429,4,37.49044909018491,0.0,100.0,95.40333818968489,,1257
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),41.8349695488909,1.0,5,100.0,41.061524078229155,0.0,55.669050956562565,59.50518071798478,1257
6,qwen3_8_max,Qwen3.8-Max,39.359475175062514,1.0,5,74.78056286945849,11.368579925920463,44.43634483658853,67.59415487947783,55.081950858103056,1257
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),29.146381438624573,1.0,5,63.01413172080855,36.467209580040624,57.73101758009519,40.32087347193649,6.974308690462572,1257
8,claude_opus_4_8_max,Claude Opus 4.8 (max),26.81567672112504,1.0,5,86.78191744818561,45.609972782355385,40.818908559372474,51.13554115559111,0.0,1257
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.83732499286556,0.5929558784144429,4,0.0,16.61647141654705,49.61894570159547,0.0,,1257
10,glm_5_2_max,GLM-5.2 (max),25.42038629293335,0.5929558784144429,4,34.414649635562824,9.803510167641388,51.06282352003342,25.654293505735982,,1257
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),76.73235806568654,1.0,5,87.17068046317276,59.35824195831793,54.027946711038894,73.81885051825793,100.0,1258
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.4532586851307,1.0,5,76.51062375111815,100.0,51.06282352003342,100.0,61.41143677202628,1258
3,kimi_k3_max,Kimi K3 (max reasoning),47.989006543838876,1.0,5,77.7074685147043,46.25746211394311,66.36155480567838,90.97413192446804,34.56856016386749,1258
4,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.68877420269916,1.0,5,100.0,41.061524078229155,0.0,51.05813370352648,59.50518071798478,1258
5,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.10329221776319,0.5780322438813775,4,62.68304394993041,0.0,100.0,90.72907771711314,,1258
6,qwen3_8_max,Qwen3.8-Max,39.4730314851692,1.0,5,84.23958722771424,11.368579925920463,44.43634483658853,57.375728644818345,55.081950858103056,1258
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.631297272474956,1.0,5,85.31499351147662,36.467209580040624,57.73101758009519,37.71180765520521,6.974308690462572,1258
8,claude_opus_4_8_max,Claude Opus 4.8 (max),26.03611435496192,1.0,5,91.77658012603803,45.609972782355385,40.818908559372474,44.49995780194322,0.0,1258
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.027931340142572,0.5780322438813775,4,0.0,16.61647141654705,49.61894570159547,0.0,,1258
10,glm_5_2_max,GLM-5.2 (max),24.2743340144657,0.5780322438813775,4,17.365073016508262,9.803510167641388,51.06282352003342,22.27871753086816,,1258
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),75.51892520328997,1.0,5,87.8423256988453,59.35824195831793,54.027946711038894,79.49202476677844,100.0,1259
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.809319164658,1.0,5,72.72686425047256,100.0,51.06282352003342,100.0,61.41143677202628,1259
3,kimi_k3_max,Kimi K3 (max reasoning),49.07972893773619,1.0,5,89.74892025789035,46.25746211394311,66.36155480567838,95.01071676167703,34.56856016386749,1259
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.895040950519416,0.6126106959604296,4,63.05817656327984,0.0,100.0,93.98538909156426,,1259
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),41.516728772628795,1.0,5,99.99999999999999,41.061524078229155,0.0,56.2075561508794,59.50518071798478,1259
6,qwen3_8_max,Qwen3.8-Max,38.43207715001331,1.0,5,82.887372051801,11.368579925920463,44.43634483658853,56.49263677088123,55.081950858103056,1259
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),30.41425978805195,1.0,5,95.07655465134324,36.467209580040624,57.73101758009519,42.15386523856392,6.974308690462572,1259
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.842631764072795,1.0,5,93.77233423936504,45.609972782355385,40.818908559372474,50.03545197753636,0.0,1259
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.63629015516992,0.6126106959604296,4,0.0,16.61647141654705,49.61894570159547,0.0,,1259
10,glm_5_2_max,GLM-5.2 (max),25.13520413366035,0.6126106959604296,4,20.743276794339632,9.803510167641388,51.06282352003342,26.135153021497185,,1259
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),75.62913426626417,1.0,5,100.0,59.35824195831793,54.027946711038894,74.2630133826998,100.0,1260
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.85487566090782,1.0,5,73.88052035631003,100.0,51.06282352003342,100.0,61.41143677202628,1260
3,kimi_k3_max,Kimi K3 (max reasoning),48.775766064668964,1.0,5,58.504383506735515,46.25746211394311,66.36155480567838,96.45796666629265,34.56856016386749,1260
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,41.799623431143765,0.6091963998224647,4,6.813385618995473,0.0,100.0,95.17404518181435,,1260
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),41.69233204367855,1.0,5,97.99494664637,41.061524078229155,0.0,53.98195996821001,59.50518071798478,1260
6,qwen3_8_max,Qwen3.8-Max,39.04994228142851,1.0,5,59.24836004757265,11.368579925920463,44.43634483658853,69.10644319101347,55.081950858103056,1260
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),29.50009546565534,1.0,5,51.35123165727425,36.467209580040624,57.73101758009519,38.79218925089934,6.974308690462572,1260
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.467405072818785,1.0,5,82.34585968438745,45.609972782355385,40.818908559372474,47.535042781769654,0.0,1260
9,glm_5_2_max,GLM-5.2 (max),25.871566648216266,0.6091963998224647,4,60.934791054292724,9.803510167641388,51.06282352003342,25.084148828440963,,1260
10,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.372281646198008,0.6091963998224647,4,0.0,16.61647141654705,49.61894570159547,0.0,,1260
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",75.257498585994,1.0,5,52.492335079715694,100.0,51.06282352003342,100.0,61.41143677202628,1261
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),73.99708547908791,1.0,5,75.09281464381512,59.35824195831793,54.027946711038894,71.4526739756698,100.0,1261
3,kimi_k3_max,Kimi K3 (max reasoning),49.62856270249092,1.0,5,78.2198333484836,46.25746211394311,66.36155480567838,95.87212869069714,34.56856016386749,1261
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.54463059920679,0.6369797920970655,4,57.50406789364754,0.0,100.0,94.96580199078947,,1261
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),40.87998363866772,1.0,5,95.68483228160132,41.061524078229155,0.0,52.359150542819144,59.50518071798478,1261
6,qwen3_8_max,Qwen3.8-Max,38.52480202668724,1.0,5,72.09176118003425,11.368579925920463,44.43634483658853,70.56847280388945,55.081950858103056,1261
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),31.029590014401364,1.0,5,93.32544632096061,36.467209580040624,57.73101758009519,37.31723824840948,6.974308690462572,1261
8,claude_opus_4_8_max,Claude Opus 4.8 (max),28.809537246121145,1.0,5,100.0,45.609972782355385,40.818908559372474,44.0627575819623,0.0,1261
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.229156261010246,0.6369797920970655,4,0.0,16.61647141654705,49.61894570159547,0.0,,1261
10,glm_5_2_max,GLM-5.2 (max),24.486618645894392,0.6369797920970655,4,11.093248335384683,9.803510167641388,51.06282352003342,24.53282555260315,,1261
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),77.0137825020799,1.0,5,93.01428258893174,59.35824195831793,54.027946711038894,70.42315659670162,100.0,1262
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",73.68057732273404,1.0,5,73.87142005884398,100.0,51.06282352003342,100.0,61.41143677202628,1262
3,kimi_k3_max,Kimi K3 (max reasoning),47.9267941176408,1.0,5,79.07935318898383,46.25746211394311,66.36155480567838,93.0686921889449,34.56856016386749,1262
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,43.2635008965739,0.565650534463365,4,43.277007681820066,0.0,100.0,92.80975320931478,,1262
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.62728399723507,1.0,5,100.0,41.061524078229155,0.0,52.04890877085591,59.50518071798478,1262
6,qwen3_8_max,Qwen3.8-Max,40.42901300203583,1.0,5,75.04582300196253,11.368579925920463,44.43634483658853,67.4622234877264,55.081950858103056,1262
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.18643569855728,1.0,5,79.86350142687809,36.467209580040624,57.73101758009519,36.27499241127436,6.974308690462572,1262
8,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.679860622389448,0.565650534463365,4,0.0,16.61647141654705,49.61894570159547,0.0,,1262
9,claude_opus_4_8_max,Claude Opus 4.8 (max),25.44952901527695,1.0,5,90.40113736144633,45.609972782355385,40.818908559372474,45.87918436508101,0.0,1262
10,glm_5_2_max,GLM-5.2 (max),25.424609400026505,0.565650534463365,4,35.438242896904335,9.803510167641388,51.06282352003342,23.25646537351465,,1262
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),75.61733489979521,1.0,5,87.1902073198188,59.35824195831793,54.027946711038894,72.53581959409695,100.0,1263
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.55253364696065,1.0,5,42.39347028389106,100.0,51.06282352003342,100.0,61.41143677202628,1263
3,kimi_k3_max,Kimi K3 (max reasoning),48.66653111697968,1.0,5,82.5554178922959,46.25746211394311,66.36155480567838,88.61693438440113,34.56856016386749,1263
4,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.078494836686374,1.0,5,96.40838724814249,41.061524078229155,0.0,51.37892759351169,59.50518071798478,1263
5,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,40.71310155876224,0.6062612806795085,4,13.030978058232323,0.0,100.0,89.58978414040305,,1263
6,qwen3_8_max,Qwen3.8-Max,37.85693612950776,1.0,5,49.74478433213833,11.368579925920463,44.43634483658853,49.94340211473573,55.081950858103056,1263
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),29.769355506437446,1.0,5,83.73706237950893,36.467209580040624,57.73101758009519,37.918085140552016,6.974308690462572,1263
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.45812820698759,1.0,5,100.0,45.609972782355385,40.818908559372474,42.500071546822774,0.0,1263
9,glm_5_2_max,GLM-5.2 (max),25.192277936457288,0.6062612806795085,4,51.56549417866805,9.803510167641388,51.06282352003342,22.863977339492468,,1263
10,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,24.822647566069698,0.6062612806795085,4,0.0,16.61647141654705,49.61894570159547,0.0,,1263
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),76.21287403169379,1.0000000000000002,5,87.4307137559949,59.35824195831793,54.027946711038894,74.68397212974983,100.0,1264
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.1832411144272,1.0000000000000002,5,41.686242155109824,100.0,51.06282352003342,100.0,61.41143677202628,1264
3,kimi_k3_max,Kimi K3 (max reasoning),48.27008266635599,1.0000000000000002,5,62.989643230834055,46.25746211394311,66.36155480567838,91.01137742541593,34.56856016386749,1264
4,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.39487905156412,1.0000000000000002,5,96.7847863854647,41.061524078229155,0.0,49.774376822340976,59.50518071798478,1264
5,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,40.38611765885,0.5961054595383456,4,0.0,0.0,100.0,90.47230801215102,,1264
6,qwen3_8_max,Qwen3.8-Max,38.464916546399174,1.0000000000000002,5,44.121074702447665,11.368579925920463,44.43634483658853,55.88943314504133,55.081950858103056,1264
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),29.17499577037637,1.0000000000000002,5,66.56692134867366,36.467209580040624,57.73101758009519,37.90423479869569,6.974308690462572,1264
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.10012768801814,1.0000000000000002,5,100.00000000000001,45.609972782355385,40.818908559372474,42.146654792828514,0.0,1264
9,glm_5_2_max,GLM-5.2 (max),25.420716134341408,0.5961054595383456,4,57.582059646542426,9.803510167641388,51.06282352003342,21.716455594334796,,1264
10,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,24.885415513274644,0.5961054595383456,4,3.289727754920216,16.61647141654705,49.61894570159547,0.0,,1264
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),77.2576154620771,1.0,5,92.7875076845088,59.35824195831793,54.027946711038894,76.0735642862993,100.0,1265
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",73.41921339889615,1.0,5,70.29954200085223,100.0,51.06282352003342,100.0,61.41143677202628,1265
3,kimi_k3_max,Kimi K3 (max reasoning),48.10312654590605,1.0,5,91.75645067786482,46.25746211394311,66.36155480567838,97.12552088574925,34.56856016386749,1265
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,43.57266855164609,0.5644226604666989,4,47.00289057647286,0.0,100.0,96.0763926432077,,1265
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.6797436559424,1.0,5,100.0,41.061524078229155,0.0,57.19738046700676,59.50518071798478,1265
6,qwen3_8_max,Qwen3.8-Max,40.2784253076815,1.0,5,75.16421714294881,11.368579925920463,44.43634483658853,66.68394635817532,55.081950858103056,1265
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.567199089548918,1.0,5,91.20547903350396,36.467209580040624,57.73101758009519,40.70183612721177,6.974308690462572,1265
8,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,26.067495348796662,0.5644226604666989,4,0.0,16.61647141654705,49.61894570159547,0.0,,1265
9,glm_5_2_max,GLM-5.2 (max),25.952918226128908,0.5644226604666989,4,36.0340894409642,9.803510167641388,51.06282352003342,27.11307050603701,,1265
10,claude_opus_4_8_max,Claude Opus 4.8 (max),25.661893707796846,1.0,5,92.78429486670572,45.609972782355385,40.818908559372474,51.42491983539084,0.0,1265
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),77.2469138943054,1.0000000000000002,5,92.78750768450884,59.35824195831793,54.027946711038894,75.85820180364914,100.0,1266
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",73.41878726013628,1.0000000000000002,5,70.29954200085223,100.0,51.06282352003342,100.0,61.41143677202628,1266
3,kimi_k3_max,Kimi K3 (max reasoning),48.10578585848164,1.0000000000000002,5,91.75645067786485,46.25746211394311,66.36155480567838,97.19473128841813,34.56856016386749,1266
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,43.60398444533339,0.5644156773630733,4,47.00289057647286,0.0,100.0,96.44837431457478,,1266
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.688352994372735,1.0000000000000002,5,100.00000000000001,41.061524078229155,0.0,57.37500688055311,59.50518071798478,1266
6,qwen3_8_max,Qwen3.8-Max,40.16012291025504,1.0000000000000002,5,75.16421714294884,11.368579925920463,44.43634483658853,64.31590291154208,55.081950858103056,1266
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.5941750235088,1.0000000000000002,5,91.20547903350399,36.467209580040624,57.73101758009519,41.24765706707978,6.974308690462572,1266
8,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,26.068235777839355,0.5644156773630733,4,0.0,16.61647141654705,49.61894570159547,0.0,,1266
9,glm_5_2_max,GLM-5.2 (max),26.026003531860788,0.5644156773630733,4,36.0340894409642,9.803510167641388,51.06282352003342,27.942115080424475,,1266
10,claude_opus_4_8_max,Claude Opus 4.8 (max),25.55852691736242,1.0000000000000002,5,92.78429486670575,45.609972782355385,40.818908559372474,49.3567071812969,0.0,1266
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.25080808354033,1.0,5,10.237166146752989,100.0,51.06282352003342,100.0,61.41143677202628,1267
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),73.77684198636005,1.0,5,54.46739508884476,59.35824195831793,54.027946711038894,79.58838470580594,100.0,1267
3,kimi_k3_max,Kimi K3 (max reasoning),49.29209262730521,1.0,5,55.04072485605069,46.25746211394311,66.36155480567838,97.81257926646792,34.56856016386749,1267
