model_id,model,scene,prior,alpha,rho,utility,kl_divergence,rank,top1,top3
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6625,-0.05000000000000002,0.8866846602281119,0.053783880890809835,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6625,-0.05000000000000002,0.9249367566631326,0.053783880890809835,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6625,-0.05000000000000002,0.8630516566445103,0.053783880890809835,5,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6625,-0.05000000000000002,0.9276570694755059,0.053783880890809835,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6625,-0.05000000000000002,0.8624512252143807,0.053783880890809835,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6625,-0.05000000000000002,0.8636457173315908,0.053783880890809835,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6625,-0.05000000000000002,0.7352930403579692,0.053783880890809835,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6625,-0.05000000000000002,0.7129958283451227,0.053783880890809835,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6625,-0.05000000000000002,0.8475626670270499,0.053783880890809835,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6625,-0.05000000000000002,0.7177960930677464,0.053783880890809835,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6625,0.0,0.8867982582046695,0.053783880890809835,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6625,0.0,0.9250308261732322,0.053783880890809835,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6625,0.0,0.8632876864710297,0.053783880890809835,5,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6625,0.0,0.9277567741668256,0.053783880890809835,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6625,0.0,0.8627522828623816,0.053783880890809835,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6625,0.0,0.8639822177052978,0.053783880890809835,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6625,0.0,0.7376274491233169,0.053783880890809835,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6625,0.0,0.7149042816379384,0.053783880890809835,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6625,0.0,0.8477365380749217,0.053783880890809835,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6625,0.0,0.7198060148798878,0.053783880890809835,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6625,0.04999999999999999,0.8869119422382165,0.053783880890809835,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6625,0.04999999999999999,0.9251248754497591,0.053783880890809835,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6625,0.04999999999999999,0.8635237972059282,0.053783880890809835,5,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6625,0.04999999999999999,0.927856416987759,0.053783880890809835,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6625,0.04999999999999999,0.8630533995467905,0.053783880890809835,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6625,0.04999999999999999,0.8643181031620744,0.053783880890809835,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6625,0.04999999999999999,0.7399313305073987,0.053783880890809835,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6625,0.04999999999999999,0.716783256365195,0.053783880890809835,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6625,0.04999999999999999,0.8479105460511537,0.053783880890809835,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6625,0.04999999999999999,0.7217864913532468,0.053783880890809835,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6625,0.09999999999999998,0.8870257113417603,0.053783880890809835,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6625,0.09999999999999998,0.9252189037102719,0.053783880890809835,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6625,0.09999999999999998,0.8637599851340448,0.053783880890809835,5,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6625,0.09999999999999998,0.9279559973013226,0.053783880890809835,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6625,0.09999999999999998,0.8633545691537537,0.053783880890809835,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6625,0.09999999999999998,0.8646533687593612,0.053783880890809835,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6625,0.09999999999999998,0.7422045309113321,0.053783880890809835,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6625,0.09999999999999998,0.7186327514750255,0.053783880890809835,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6625,0.09999999999999998,0.8480846881932783,0.053783880890809835,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6625,0.09999999999999998,0.7237374854093126,0.053783880890809835,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6625,0.14999999999999997,0.8871395645234069,0.053783880890809835,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6625,0.14999999999999997,0.9253129101731566,0.053783880890809835,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6625,0.14999999999999997,0.8639962465279658,0.053783880890809835,5,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6625,0.14999999999999997,0.928055514473014,0.053783880890809835,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6625,0.14999999999999997,0.863655785556838,0.053783880890809835,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6625,0.14999999999999997,0.8649880096354038,0.053783880890809835,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6625,0.14999999999999997,0.7444469370367075,0.053783880890809835,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6625,0.14999999999999997,0.7204527975682851,0.053783880890809835,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6625,0.14999999999999997,0.8482589617275892,0.053783880890809835,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6625,0.14999999999999997,0.7256589933466889,0.053783880890809835,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6625,0.19999999999999996,0.8872535007864036,0.053783880890809835,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6625,0.19999999999999996,0.9254068940576328,0.053783880890809835,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6625,0.19999999999999996,0.8642325776483816,0.053783880890809835,5,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6625,0.19999999999999996,0.9281549678708607,0.053783880890809835,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6625,0.19999999999999996,0.8639570426177533,0.053783880890809835,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6625,0.19999999999999996,0.8653220210091567,0.053783880890809835,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6625,0.19999999999999996,0.7466584743872259,0.053783880890809835,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6625,0.19999999999999996,0.7222434554518128,0.053783880890809835,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6625,0.19999999999999996,0.848433363869383,0.053783880890809835,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6625,0.19999999999999996,0.7275510433975799,0.053783880890809835,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6625,0.24999999999999994,0.8873675191291851,0.053783880890809835,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6625,0.24999999999999994,0.9255008545838123,0.053783880890809835,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6625,0.24999999999999994,0.864468974744428,0.053783880890809835,5,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6625,0.24999999999999994,0.9282543568654283,0.053783880890809835,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6625,0.24999999999999994,0.8642583341871185,0.053783880890809835,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6625,0.24999999999999994,0.8656553981801545,0.053783880890809835,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6625,0.24999999999999994,0.7488391057186494,0.053783880890809835,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6625,0.24999999999999994,0.7240048146745628,0.053783880890809835,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6625,0.24999999999999994,0.8486078918232067,0.053783880890809835,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6625,0.24999999999999994,0.729413694259533,0.053783880890809835,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6625,0.3,0.8874816185454281,0.053783880890809835,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6625,0.3,0.925594790972726,0.053783880890809835,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6625,0.3,0.8647054340540479,0.053783880890809835,5,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6625,0.3,0.928353680829842,0.053783880890809835,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6625,0.3,0.8645596541051989,0.053783880890809835,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6625,0.3,0.8659881365283656,0.053783880890809835,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6625,0.3,0.750988829447876,0.053783880890809835,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6625,0.3,0.7257369920544224,0.053783880890809835,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6625,0.3,0.8487825427831128,0.053783880890809835,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6625,0.3,0.7312470336108151,0.053783880890809835,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,-0.3,0.8874022003881038,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,-0.3,0.9246798060374137,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,-0.3,0.86398862415829,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,-0.3,0.9292777428599367,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,-0.3,0.8641114475857944,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,-0.3,0.8646132800148968,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,-0.3,0.7283316463995798,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,-0.3,0.7091668635088795,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,-0.3,0.8469788730063018,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,-0.3,0.7135822128077521,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,-0.25,0.8875157344332875,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,-0.25,0.924771810395498,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,-0.25,0.864223334761962,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,-0.25,0.9293760187254421,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,-0.25,0.8644096562310747,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,-0.25,0.8649474826264459,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,-0.25,0.7307254090064448,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,-0.25,0.7111552638099149,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,-0.25,0.8471564085565718,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,-0.25,0.7156720832623166,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,-0.2,0.8876293548671462,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,-0.2,0.9248637986540298,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,-0.2,0.8644581306185791,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,-0.2,0.9294742259853342,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,-0.2,0.8647079092980424,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,-0.2,0.8652810835663353,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,-0.2,0.7330896839654337,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,-0.2,0.7131143125514724,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,-0.2,0.8473340945776991,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,-0.2,0.7177327979525252,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,-0.15,0.8877430606982205,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,-0.15,0.9249557700665874,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,-0.15,0.864693008071158,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,-0.15,0.929572364043892,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,-0.15,0.86500620089098,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,-0.15,0.8656140779917604,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,-0.15,0.7354241935411844,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,-0.15,0.7150439059831153,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,-0.15,0.8475119281631461,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,-0.15,0.7197642109120189,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,-0.1,0.8878568509300827,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,-0.1,0.9250477238873385,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,-0.1,0.864927963449651,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,-0.1,0.9296704323080598,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,-0.1,0.8653045251029049,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,-0.1,0.865946461137346,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,-0.1,0.7377287036368112,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,-0.1,0.7169439763397198,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,-0.1,0.8476899063935502,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,-0.1,0.7217662137849382,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,-0.05000000000000002,0.887970724561373,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,-0.05000000000000002,0.9251396593710622,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,-0.05000000000000002,0.8651629930712812,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,-0.05000000000000002,0.9297684301874753,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,-0.05000000000000002,0.8656028760162564,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,-0.05000000000000002,0.8662782283150502,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,-0.05000000000000002,0.7400030225576709,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,-0.05000000000000002,0.7188144904975734,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,-0.05000000000000002,0.8478680263369924,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,-0.05000000000000002,0.7237387345177019,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,0.0,0.8880846805858631,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,0.0,0.9252315757731954,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,0.0,0.8653980932408928,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,0.0,0.929866357094485,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,0.0,0.865901247703595,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,0.0,0.866609374914051,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,0.0,0.742246999688929,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,0.0,0.7206554485857609,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,0.0,0.8480462850492718,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,0.0,0.725681735996591,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,0.04999999999999999,0.8881987179924901,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,0.04999999999999999,0.9253234723498592,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,0.04999999999999999,0.865633260251288,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,0.04999999999999999,0.9299642124441453,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,0.04999999999999999,0.8661996342283167,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,0.04999999999999999,0.8669398964006196,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,0.04999999999999999,0.7444605240985371,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,0.04999999999999999,0.7224668825620588,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,0.04999999999999999,0.848224679574147,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,0.04999999999999999,0.7275952146408224,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,0.09999999999999998,0.8883128357654111,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,0.09999999999999998,0.9254153483578944,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,0.09999999999999998,0.8658684903835789,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,0.09999999999999998,0.9300619956542593,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,0.09999999999999998,0.8664980296453391,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,0.09999999999999998,0.8672697883179555,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,0.09999999999999998,0.7466435230770906,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,0.09999999999999998,0.7242488547622702,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,0.09999999999999998,0.8484032069436329,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,0.09999999999999998,0.7294791989605758,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,0.14999999999999997,0.8884270328840568,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,0.14999999999999997,0.92550720305491,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,0.14999999999999997,0.8661037799075424,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,0.14999999999999997,0.9301597061453906,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,0.14999999999999997,0.8667964280018283,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,0.14999999999999997,0.8675990462860385,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,0.14999999999999997,0.7487959606255332,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,0.14999999999999997,0.7260014564313092,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,0.14999999999999997,0.8485818641782675,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,0.14999999999999997,0.7313337480888529,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,0.19999999999999996,0.8885413083231737,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,0.19999999999999996,0.9255990356993011,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,0.19999999999999996,0.8663391250819725,0.06722353052560154,6,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,equal,0.6812499999999999,0.19999999999999996,0.9302573433408735,0.06722353052560154,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,equal,0.6812499999999999,0.19999999999999996,0.8670948233379032,0.06722353052560154,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,equal,0.6812499999999999,0.19999999999999996,0.8679276660014269,0.06722353052560154,4,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,equal,0.6812499999999999,0.19999999999999996,0.7509178359012696,0.06722353052560154,8,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,equal,0.6812499999999999,0.19999999999999996,0.7277248062439338,0.06722353052560154,10,False,False
qwen3_8_max,Qwen3.8-Max,dialogue,equal,0.6812499999999999,0.19999999999999996,0.8487606482873884,0.06722353052560154,7,False,False
glm_5_2_max,GLM-5.2 (max),dialogue,equal,0.6812499999999999,0.19999999999999996,0.7331589502956191,0.06722353052560154,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),dialogue,equal,0.6812499999999999,0.24999999999999994,0.8886556610528823,0.06722353052560154,3,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,equal,0.6812499999999999,0.24999999999999994,0.9256908455502921,0.06722353052560154,2,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,equal,0.6812499999999999,0.24999999999999994,0.8665745221550389,0.06722353052560154,6,False,False
